title,date,url,content
"Com eleição da nova executiva, REDE Sustentabilidade encerra congresso nacional",2023-04-21T00:00:00-03:00,https://redesustentabilidade.org.br/com-eleicao-da-nova-executiva-rede-sustentabilidade-encerra-congresso-nacional/,
Primeiro dia do 5º Congresso Nacional da REDE Sustentabilidade foi marcado por debates setoriais,2023-04-17T00:00:00-03:00,https://redesustentabilidade.org.br/primeiro-dia-do-5o-congresso-nacional-da-rede-sustentabilidade-foi-marcado-por-debates-setoriais/,
Inscrição para o curso de Formação Política do Pré-Congresso REDE 2023,2023-03-15T00:00:00-03:00,https://redesustentabilidade.org.br/inscricao-para-o-curso-de-formacao-politica-do-pre-congresso-rede-2023/,
"Resolução nº 04, de 2023 do Elo Nacional da REDE Sustentabilidade",2023-03-06T00:00:00-03:00,https://redesustentabilidade.org.br/resolucao-no-04-de-2023-do-elo-nacional-da-rede-sustentabilidade/,Dispões sobre a apresentação de teses para o  5º Congresso Nacional da Rede Sustentabilidade.Compartilhe isso:Clique para compartilhar no WhatsApp(abre em nova janela)Clique para compartilhar no Facebook(abre em nova janela)Clique para compartilhar no Twitter(abre em nova janela)Clique para compartilhar no Telegram(abre em nova janela)
"Resolução nº 03, de 2023 do Elo Nacional da REDE Sustentabilidade",2023-02-16T00:00:00-03:00,https://redesustentabilidade.org.br/resolucao-no-03-de-2023-do-elo-nacional-da-rede-sustentabilidade/,Dispõe sobre as formas de contribuição financeira para a Rede Sustentabilidade.Compartilhe isso:Clique para compartilhar no WhatsApp(abre em nova janela)Clique para compartilhar no Facebook(abre em nova janela)Clique para compartilhar no Twitter(abre em nova janela)Clique para compartilhar no Telegram(abre em nova janela)
"Resolução nº 02, de 2023 do Elo Nacional da REDE Sustentabilidade",2023-01-21T00:00:00-03:00,https://redesustentabilidade.org.br/resolucao-no-02-de-2023-do-elo-nacional-da-rede-sustentabilidade/,"O Elo Nacional da Rede Sustentabilidade, no uso de suas atribuições estatutárias, estabelece o Regimento Interno das Conferências Estaduais/Distrital:Compartilhe isso:Clique para compartilhar no WhatsApp(abre em nova janela)Clique para compartilhar no Facebook(abre em nova janela)Clique para compartilhar no Twitter(abre em nova janela)Clique para compartilhar no Telegram(abre em nova janela)"
"Resolução nº 01, de 2023, do Elo Nacional da REDE Sustentabilidade",2023-01-21T00:00:00-03:00,https://redesustentabilidade.org.br/resolucao-no-01-de-2023-do-elo-nacional-da-rede-sustentabilidade/,"O Elo Nacional da Rede Sustentabilidade, no uso de suas atribuições estatutárias, estabelece o Regimento Interno do V Congresso da Rede Sustentabilidade.Compartilhe isso:Clique para compartilhar no WhatsApp(abre em nova janela)Clique para compartilhar no Facebook(abre em nova janela)Clique para compartilhar no Twitter(abre em nova janela)Clique para compartilhar no Telegram(abre em nova janela)"
5º CONGRESSO NACIONAL DA REDE SERÁ REALIZADO ENTRE OS DIAS 14 A 16 DE ABRIL,2023-01-14T00:00:00-03:00,https://redesustentabilidade.org.br/5o-congresso-nacional-da-rede-sera-realizado-entre-os-dias-14-a-16-de-abril/,"A Executiva Nacional da REDE Sustentabilidade divulgou o edital do 5º Congresso Nacional da REDE, que acontecerá nos dias 14, 15 e 16 de abril. Confira o edital na íntegra: Compartilhe isso:Clique para compartilhar no WhatsApp(abre em nova janela)Clique para compartilhar no Facebook(abre em nova janela)Clique para compartilhar no Twitter(abre em nova janela)Clique para compartilhar no Telegram(abre em nova janela)"
Nota de Congratulação ao Senador Randolfe Rodrigues e à Ministra Marina Silva pela defesa da Democracia,2023-01-14T00:00:00-03:00,https://redesustentabilidade.org.br/nota-de-congratulacao-ao-senador-randolfe-rodrigues-e-a-ministra-marina-silva-pela-defesa-da-democracia/,"Agradecemos ao líder do governo no Congresso Nacional, Senador Randolfe Rodrigues (REDE/AP), pelas iniciativas adotadas contra os atos criminosos de 08 de janeiro em Brasília. Agradecemos à Ministra Marina Silva (REDE/SP) pela altivez e posição pública sobre a violência contra às instituições democráticas. Por fim, registramos a atuação da militância da Rede Sustentabilidade que em todo Brasil defenderam de forma intransigente a democracia.Executiva Nacional da REDE SustentabilidadeCompartilhe isso:Clique para compartilhar no WhatsApp(abre em nova janela)Clique para compartilhar no Facebook(abre em nova janela)Clique para compartilhar no Twitter(abre em nova janela)Clique para compartilhar no Telegram(abre em nova janela)"
A Vez do Clima,2022-12-27T00:00:00-03:00,https://redesustentabilidade.org.br/a-vez-do-clima/,"Julio Cesar de Sá da Rocha[email protected]Professor e Diretor da Faculdade de Direito da UFBAO tema das mudanças do clima toma os noticiários dos principais jornais do mundo e dos meios de comunicação em geral. Aqui o A TARDE deu ampla cobertura ao tema. A todo momento divulgam-se compromissos da recente Conferência de Partes COP 27 do Egito e o tema reúne especialistas de diversas áreas. Afinal, por que o tema do clima tomou a pauta das agendas públicas, inclusive brasileiras? Qual estrutura estatal precisa ser construída para atender o momento atual?  São algumas das questões colocadas que se procurará responder a partir do Direito Ambiental. A reflexão parte do seu conceito “como sistema de normas, princípios, instituições, ideologias e práticas operativas” (José-Luís Serrano).O Brasil é um país vulnerável às mudanças climáticas globais, pois apresenta grande extensão territorial e diversidade de biomas, com secas prolongadas, urbanização concentrada que implica em diversidade de intempéries. Em especial, para a região Nordeste, o Instituto Nacional de Pesquisas Espaciais produziu Relatório do Clima do Brasil, no qual apresenta cenários para o final do século 21, inclusive o número de refugiados do clima pode chegar a um milhão de pessoas no Nordeste, quantitativo intensificado pelo fenômeno da desertificação. Do ponto de vista normativo, é importante registrar a relevância da normativa internacional, como a Convenção do Clima, Protocolo de Kyoto, Convenção de Combate à Desertificação. O Brasil se estruturou a partir da Lei 12.187/2009, que institui a Política Nacional sobre Mudança do Clima e estabelece seus princípios, objetivos, diretrizes e instrumentos.Contudo, é preciso implementar práticas efetivas através de instituições (Comitê Interministerial sobre Mudança do Clima; Comissão Interministerial de Mudança Global do Clima; Fórum Brasileiro do Clima; Rede Brasileira de Pesquisas; Comissão de Coordenação das Atividades de Meteorologia) para dar conta da adaptação climática. Com efeito, a tarefa, segundo a Associação Iyaleta, é construir “estratégias para Planos Nacionais de Adaptação com a criação de metas que considerem as realidades de cidades no que tange ao desmatamento, aos efeitos do aquecimento superficial urbano, às condições sanitárias e de saúde, ao objetivo de desigualdade zero”. Portanto, em face dos compromissos assumidos pelos Estados-nacionais na COP 27 (Egito) e após as últimas eleições, que o Estado Brasileiro possa perceber as oportunidades da temática, especialmente com recebimento de recursos financeiros internacionais e tecnologias, demandando avanços normativos e institucionais para os desafios postos, com efetivação da proposta da Autoridade do Clima no nível nacional e estaduais. É a vez do clima.Compartilhe isso:Clique para compartilhar no WhatsApp(abre em nova janela)Clique para compartilhar no Facebook(abre em nova janela)Clique para compartilhar no Twitter(abre em nova janela)Clique para compartilhar no Telegram(abre em nova janela)"
NOTA DA REDE SUSTENTABILIDADE SOBRE O SEGUNDO TURNO DA ELEIÇÃO PRESIDENCIAL,2022-10-04T00:00:00-03:00,https://redesustentabilidade.org.br/nota-da-rede-sustentabilidade-sobre-o-segundo-turno-da-eleicao-presidencial/,"No primeiro turno das eleições, faltou apenas 1,6% dos votos válidos para que o ex-presidente Lula fosse eleito novamente Presidente da República, já na primeira etapa do processo eleitoral. Ele conquistou 48,4% da votação, uma expressiva maioria de seis milhões de votos à frente do atual presidente.Bolsonaro foi duplamente derrotado, pois, pela primeira vez na história da democracia brasileira, um presidente da república não chega na frente no primeiro turno das eleições.Esse resultado confirma a rejeição da maioria do nosso povo ao governo genocida de Bolsonaro e a sua política de ataques à democracia, de destruição do meio ambiente, de incentivo ao ódio e a violência, de desrespeito às mulheres, aos pobres, aos pretos, aos povos originários, à diversidade, à imprensa e as instituições da República. Por outro lado, chama a atenção o resultado eleitoral para alguns governos estaduais e, principalmente, para a Câmara dos Deputados e para o Senado Federal, com a eleição significativa de representantes da extrema direita e do conservadorismo. Esse fator poderá dificultar o avanço das pautas democráticas e de uma plataforma programática sustentável no próximo governo. A Rede Sustentabilidade, já no primeiro turno,   orientou sua militância para a tarefa de derrotar Bolsonaro, cuja candidatura é aliançada  por fascistas e conservadores dos mais diferentes matizes. A REDE indicou o apoio à candidatura do ex-presidente Lula, posicionamento assumido majoritariamente pelo Partido, admitindo, pontualmente, o apoio dado à Ciro por algumas lideranças. Agora, no segundo turno, a REDE renova o apoio à candidatura de Lula e conclama todos os partidos e forças políticas do campo democrático, os movimentos sociais e todas as cidadãs e cidadãos de bem a fazerem o mesmo.  Assim sendo, tanto na eleição presidencial, como nos estados em segundo turno, a REDE deve votar contra Bolsonaro e NÃO pode apoiar seus candidatos a Governadores. É fundamental fortalecer e expandir a ampla Frente Democrática, Política e Social que está se formando e que é representada pela candidatura do ex-presidente Luiz Inácio Lula da Silva, cuja vitória eleitoral significará também a vitória da democracia e a derrota do fascismo.Bolsonaro e a extrema direita estão desesperados com a perspectiva concreta de derrota e intensificarão as fake news, as mentiras, as tentativas de intimidação, os ataques à justiça eleitoral e às urnas eletrônicas, buscando uma narrativa para não reconhecer o resultado eleitoral. Longe de nos intimidarmos, vamos todos conquistar mais eleitores, virar voto de quem está indeciso ou equivocado, esclarecer a quem não votou no primeiro turno que poderá votar no 13, agora no segundo,  sem  nenhum problema, e, também, intensificamos a mobilização, indo  às ruas e às redes para defender a democracia e a vida e eleger Lula Presidente, no próximo dia 30 de outubro. Brasília, 04 de outubro de 2022.Executiva Nacional da Rede SustentabilidadeCompartilhe isso:Clique para compartilhar no WhatsApp(abre em nova janela)Clique para compartilhar no Facebook(abre em nova janela)Clique para compartilhar no Twitter(abre em nova janela)Clique para compartilhar no Telegram(abre em nova janela)"
Edital de Convocação para Convenção Eleitoral da Federação Partidária PSOL-REDE Amazonas,2022-07-28T00:00:00-03:00,https://redesustentabilidade.org.br/edital-de-convocacao-para-convencao-eleitoral-da-federacaopartidaria-psol-rede-amazonas/,"A Federação formada pelos partidos REDE Sustentabilidade e PSOL no Amazonas realizarão a Convenção Eleitoral para as Eleições 2022 no dia 4 de agosto de 2022, quinta-feira, a partir das 10h, na Rua Barroso, nº 273, Centro, Manaus-AM.O edital de convocação, convida os os filiados e filiadas dos Partidos que compõem a referida Direção Estadual para deliberarem sobre: 1) Escolha de candidaturas para os cargos de Governador(a), Vice-Governador(a), Senador(a), Deputado(a) Federal e Deputado(a) Estadual; 2) Decisão sobre eventuais coligações para concorrer às eleições de 2022; 3) Deliberar sobre as estratégias eleitorais a serem adotadas pela federação, questõeslegais que envolvem o processo eleitoral, bem como quaisquer outros assuntos que a federação julgar importantes.Compartilhe isso:Clique para compartilhar no WhatsApp(abre em nova janela)Clique para compartilhar no Facebook(abre em nova janela)Clique para compartilhar no Twitter(abre em nova janela)Clique para compartilhar no Telegram(abre em nova janela)"
Edital de Convocação para Convenção Eleitoral da Federação Partidária REDE-PSOL Goiás,2022-07-27T00:00:00-03:00,https://redesustentabilidade.org.br/edital-de-convocacao-para-convencao-eleitoral-da-federacao-partidaria-psol-rede-goias/,"Os partidos REDE e PSOL realizarão no dia 30 de julho de 2022, a partir das 14h, no SINT-IFES GO, Av. 5° Avenida, n.° 1213, Setor Leste Universitário a convenção da Federação no estado de Goiás.  Conforme edital publicado, a pauta do encontro é a escolha de Governador(a), Vice-Governador(a), Senador(a), Deputado(a) Federal e Deputado(a) Estadual; a decisão sobre coligações para concorrer às eleições de 2022 e a deliberação sobre as estratégias eleitorais a serem adotadas pela federação, bem como sobre as questões legais que envolvem o processo eleitoral e outros assuntos que bem entenderem deliberar.Confira o edital de convocação: Compartilhe isso:Clique para compartilhar no WhatsApp(abre em nova janela)Clique para compartilhar no Facebook(abre em nova janela)Clique para compartilhar no Twitter(abre em nova janela)Clique para compartilhar no Telegram(abre em nova janela)"
Eleições 2022: Resolução da Executiva Nacional da REDE sobre o FEFC,2022-07-26T00:00:00-03:00,https://redesustentabilidade.org.br/eleicoes-2022-resolucao-da-executiva-nacional-da-rede-sobre-o-fefc/,"A Executiva Nacional da REDE Sustentabilidade deliberou sobre os critérios de distribuição do Fundo Especial de Financiamento de Campanha (FEFC) – Rede Sustentabilidade – referente ao pleito de 2022, nos termos do Art.6º da Resolução – TSE no 23.605/2019.Confira a Resolução na íntegra:  Compartilhe isso:Clique para compartilhar no WhatsApp(abre em nova janela)Clique para compartilhar no Facebook(abre em nova janela)Clique para compartilhar no Twitter(abre em nova janela)Clique para compartilhar no Telegram(abre em nova janela)"
Federação REDE e PSOL realiza convenção no sábado (30),2022-07-25T00:00:00-03:00,https://redesustentabilidade.org.br/federacao-rede-e-psol-realiza-convencao-no-sabado-30/,"A REDE Sustentabilidade e o PSOL realizarão no próximo sábado (30) a convenção nacional da Federação formada pelas duas siglas. O encontro será às 15 horas, no formato virtual.Conforme define a lei eleitoral, as convenções devem ser realizadas no período de 20 de julho a 5 de agosto, e podem deliberar sobre os candidatos que irão representá-los em suas chapas e nominatas, bem como alianças e coligações.A Federação entre REDE e PSOL foi aprovada pelo TSE em maio e tem o comando dividido entre Guilherme Boulos e a Porta-Voz da REDE Heloísa Helena.Compartilhe isso:Clique para compartilhar no WhatsApp(abre em nova janela)Clique para compartilhar no Facebook(abre em nova janela)Clique para compartilhar no Twitter(abre em nova janela)Clique para compartilhar no Telegram(abre em nova janela)"
